wikitree-65462-0-0-4-9-11	남부대학교(총장 조성수)의 사격선수단은 1~6일, 전북종합사격장에서 열린 제48회 문화체육관광부장의 국기 전국학생사격대회에서 금메달 1장, 은메달 3장을 차지했다.	남부대학교	0	4	조성수	9	11	단체:구성원
wikitree-17314-4-4-7-10-12	작년에 LG전자의 4분기 매출은 16트릴리온 612억원, 영업이익 1018억원을 기록했다.	LG전자	4	7	4분기	10	12	관계_없음
wikitree-51369-6-32-36-28-30	양명고, 양명여고, 대림대학 등이 근처에 있고, 안양시립비산도서관, 평촌학원가도 지나가기 쉽다.	비산도서관	32	36	안양시	28	30	단체:상위_단체
wikipedia-28250-29-24-28-0-2	시아파의 군벌에는 하슈도어 샤비를 시작으로, 평화 중대, 카타이브 헤즈볼라, 정의연맹, 버들 조직, 샐러야 아슐라, 사라야 호라사니, 아르이마무아리 여단, 이라크트르크멘 전선 등이 참전했다.	평화 중대	24	28	시아파	0	2	단체:상위_단체
wikipedia-20141-85-44-46-39-41	이에 1997년 11월 3일, 신정치국민회의는 내각제 개헌을 약속하고, 김종필, 박태준과 후보단일화에 합의한다.	박태준	44	46	김종필	39	41	인물:동료
wikipedia-17539-7-23-26-0-4	1914년에 제1차 세계대전이 발발해 프랑스군에 징집되어 1915년 1월 25일에 코를 잃는 부상을 입었다.	프랑스군	23	26	1914년	0	4	관계_없음
wikipedia-11505-15-5-7-25-27	오늘의 UBS는 유니온뱅크 오브스위스와 스위스뱅크 커포레이션이 1998년 6월 합병해서 태어났다.	UBS	5	7	스위스	25	27	관계_없음
wikipedia-4745-10-15-17-9-12	3월 28일에는 문화방송이 MBC의 명예를 훼손당했다는 이유로 '제대로 뉴스데스크'와 '파워업PD수첩'의 비디오 접속을 차단하도록 부탁한 요구에 대해 한국인터넷 자율정책기관의 위원 10명과도 '그렇지 않다'고 결론을 내리고 실제로 요청이 거부되었다.	MBC	15	17	문화방송	9	12	단체:별칭
wikitree-71469-6-86-90-30-35	11번가는 베이비센터 오픈 기념일에 오는 21일까지 존슨앤드존슨 브랜드 위크를 열고 존스앤드존스슨의 5개 브랜딩(리스텔린, 아비노베이, 존스베이비, 뉴트로지나, 페티플래닛)의 30종류의 상품을 할인해서 판매한다.	뉴트로지나	86	90	존슨앤드존슨	30	35	단체:상위_단체
wikipedia-19986-16-101-103-61-64	그리고 유로 2012에서 전 시합에 출전해 안정적인 수비력과 폭발적인 오버랩으로 강한 인상을 남겼고, 특히 이탈리아와의 결승전에서 자신의 A매치 데뷔골로 팀의 추가골을 넣어 스페인은 4대 0의 대승과 함께 2회 연속으로 우승했다.	스페인	101	103	이탈리아	61	64	관계_없음
wikipedia-25967-115-24-26-35-37	"반면 민주당은 부모 여성에 대한 지식인의 유시민은 세계 노무현재단 이사장이 4월 11일에 자신의 유티브 채널로, ""전체적으로 선거 세력이 민주党의 압승 분위기에 흐르고 있다""고 예측하면 오히려 이악연 상임선거위원장으로부터 ""누가 국민의 의지를 알고 있는지 무의미하게 말할 수 있을지, 국민 의미는 언제나 엄격하다."	유시민	24	26	노무현	35	37	인물:소속단체
wikipedia-8912-3-0-4-38-42	서울메트로와 서울특별시의 도시철도공사의 통합은 2014년 12월, 서울 특별시장이 발표한 서울지하철 혁신방안의 일환이 되었다.	서울메트로	0	4	서울특별시	38	42	관계_없음
wikipedia-18435-122-7-8-3-4	이제부터 요모, 우타, 츠키야마가 순조롭게 한 손으로 꺾이면서 상황은 종료된다.	우타	7	8	요모	3	4	관계_없음
wikitree-51882-6-21-22-38-40	전 20일, 국내 주요 미디어는 애플의 새로운 운영체제 iOS13에 아이폰 교통카드 기능이 지원된다고 보도했다.	애플	21	22	아이폰	38	40	단체:제작
wikitree-64555-1-6-8-10-12	이 5일, 김종대 정의당 의원은 국회에서 열린 국방위원회 전체회의에서 군견의 사용 버림값을 두 배로 올려주도록 국방장관에게 요청했다.	김종대	6	8	정의당	10	12	인물:소속단체
wikipedia-5503-37-14-16-0-1	이삭은 에서를 편애했고, 리브가는 야컵을 더 사랑했다.	리브가	14	16	이삭	0	1	관계_없음
wikipedia-21824-133-7-9-0-2	민중당과 민중민주당은 조선민주주의 인민공화국을 통일의 대상으로 한민족으로서 지지하는 경향이 있다.	민주당	7	9	민중당	0	2	관계_없음
wikitree-7402-0-0-1-10-10	정부가 5일 방역 마스크를 북한에 지원했다는 일부 매체 보도에 대해서, '북조선에 머스크 지원은 없다'고 해서 '위의 뉴스'라고 규정하여 법적 조치 방침을 명확히 하여 민감한 반응을 보였다.	정부	0	1	마	10	10	관계_없음
wikipedia-12267-39-56-57-54-54	"데이비스는 그의 기록에서 ""여러 운의 추측과 일로큐레이더와 구성부대의 훌륭함""이 그날 밤 해군의 성공에 있어서 두 가지 결정적인 요인이라고 썼다."	해군	56	57	밤	54	54	관계_없음
wikitree-56747-10-0-0-7-9	시는 크루즈 관광객 증가를 위해 중앙정부, 한국관광공사와 함께 광보에 주력하고 크루스 전용 터미널도 설치할 예정이다.	시	0	0	관광객	7	9	관계_없음
wikitree-73746-0-0-2-51-56	광양시티는 5일, 사회기업의 날(1일)과 협동조합 날(6일)을 맞아 시청 대회의실에서 100여 명이 참석했기 때문에 2019 광양시의 사회경제주간 기념행사를 개최했다.	광양시	0	2	100여 명	51	56	관계_없음
wikipedia-24325-223-149-152-144-146	이때 부활절 운동을 주도한 단체가 신페인당이라는 의심이 영국 정부로부터 돌면 이 소문을 아일랜드인까지 듣게 되었고, 1918년 총선에서 샴페인은 국민의 압도적인 지지로 승리를 거둔 뒤 영국의회를 무시하고 11919년 1월 12일 더블린에 아일란드 독립의회(Dail)를 조직했다.	아일랜드	149	152	더블린	144	146	관계_없음
wikipedia-3787-293-21-25-127-129	8월 29일, 오스만 궁정은 공식적으로 런던 조약 규정에 거부했고, 그리고 영국과 프랑스 각지 중해 함대의 최고사령관인 에드워드 카드린턴 제독과 안리드리니 제독은 알고스만에 항해하고, HMS 아시아 호선상에서 그리스 대표자와 만나기를 요청했다.	런던 조약	21	25	그리스	127	129	관계_없음
wikitree-57938-1-30-34-4-6	오진원 연구원은 반면 카드 수수료 인하와 네이버와 GS홈쇼핑 카드의 이탈에도 불구하고 상반기 영업이익은 전년 상 half기에 비해 6.2% 증가한 404억원을 기록했다.	GS홈쇼핑	30	34	연구원	4	6	관계_없음
wikipedia-22807-43-23-26-29-31	2009년 10월에 발표된 학술 논문에서 NASA의 과학자들은 우주와 같은 조건으로 자외선에 노출시키는 것으로 피리미진에서 유러실을 생성했다고 보고했다.	NASA	23	26	과학자	29	31	단체:구성원
wikipedia-21766-275-56-58-13-14	알렉시오스는 로마 제국과 로마의 양교회를 통합하여 십자군에 은화 20만 마크를 지불하고, 십자병에 합병하여 이들이 이집트에 가기 위해 필요한 모든 물자를 보급하겠다고 제안했다.	십자군	56	58	로마	13	14	관계_없음
wikipedia-8944-0-122-125-106-109	한국공항은 항공기의 지상 조작 서비스, 수하물의 탑재와 짐, 항공화물 조작, 航공편의 급유,항공기 정비 등을 제공하기 위해 설립된 한진그룹의 회사로, 최대주는 대한항공(소유주 59.54%)입니다.	대한항공	122	125	한진그룹	106	109	관계_없음
wikipedia-29762-44-21-23-14-16	1967년도 당시 야당 대통령 후보의 윤보선을 지지하고 전국을 돌아다니며 계속 비판한다. 고상만의 '중간이 기록한 장준하'의 책에도 그 이야기가 언급되어 있다.	윤보선	21	23	대통령	14	16	인물:직업/직함
wikipedia-29550-30-13-15-35-36	지금부터 대신에는 계속 인성군의 사사를 구하기 시작했고, 결국 인조는 음력 5월 14일에 인성 군에 자진하라고 명령했다.	인성군	13	15	인조	35	36	관계_없음
wikipedia-10347-227-62-64-23-25	운구는 유럽의 창원 시의원 등이 진행되었고, 이정미 대표와 심상정 의원과 조문객들은 오열했고, 부인 김지성 전 정의당의 고문은 부축되어 갔다.	정의당	62	64	이정미	23	25	관계_없음
wikitree-34484-1-6-8-0-4	자유한국당의 성일종(충남서산·태안) 의원은 24일, 서산시 수석동구의 기상대부지에 국립환경과학원 산하의 충청권 대기환경연구소가 지난주 개소됐다고 말했다.	성일종	6	8	자유한국당	0	4	인물:소속단체
wikitree-302-11-0-1-19-20	KT는 주주중심경영을 강화하고 주주편의를 높이기 위해 이번 정기주총에서 전자투표제를 도입했다.	KT	0	1	주주	19	20	단체:주주
wikipedia-25857-2-39-41-44-49	보통 1927년부터 1936년까지를 제1차 국공내전, 1946년에서 장제스의 중국 국민당이 대만도로 옮긴 1959년까지 제2차 국가 공내전으로 구분한다.	장제스	39	41	중국 국민당	44	49	인물:소속단체
wikitree-1767-0-10-12-3-5	그룹 다비치의 멤버, 강민경 씨가 정면으로 게시한 게시물이 하나가 즐거움을 주고 있다.	강민경	10	12	다비치	3	5	인물:소속단체
wikipedia-27725-3-23-25-29-31	연개의 소문은 북부의 욕살고 연수와 남부욕살 고혜진에게, 고구려와 말갈의 혼성병력 15만 명을 주어 안시를 구했다.	고혜진	23	25	고구려	29	31	관계_없음
wikipedia-25120-28-0-2-18-20	건륭제의 치세 중기부터 강희제와 옹정제가 세워놓은 부를 내기 시작했고, 북경의 귀족들은 사치와 향락에 젖은 것으로 인해 지방 관료의 감독에 소홀해져 지방관리들은 민중에게 중세를 부과하게 되었다.	건륭제	0	2	옹정제	18	20	관계_없음
wikipedia-8093-5-0-2-10-12	남창희는 카이스트물리학부에 근무하고 있는 동안 창의적 연구진흥사업과 비약 연구사업을 수행하는 적절한 X선 연구단의 과제를 1999년에 시작으로 2012년에 성공했다.	남창희	0	2	물리학	10	12	인물:소속단체
wikipedia-17832-8-19-23-57-59	해방 후 1946년 임정을 탈퇴하고 노동인민당 부위원장과 민족주의 민주전선 등으로 활동하고 있었으나, 11947년 여운형이 죽었다고 근로인민당을 이끌고 1958년 남북교섭에 참여했다.	근로인민당	19	23	여운형	57	59	단체:구성원
wikipedia-8446-19-24-26-12-16	2018년 6월 7일, 자유한국당 대변인, 정태옥의 '이혼하면 부천행, 죽으면 인천행'이라는 말로 그 지역의 비교론이 일어났다.	정태옥	24	26	자유한국당	12	16	인물:소속단체
wikipedia-28377-23-0-4-30-31	일본 정부에서는 후쿠시마 제1원전 근처 20킬로미터의 주민들에게는 피난령을, 20~30킬로내 주민에게는, 자발적 대피령을 권고한 상태다.	일본 정부	0	4	주민	30	31	관계_없음
wikitree-18506-3-0-0-17-21	"이씨는 ""(구독자 수) 현재 1000명입니다""라며 ""대한민국의 우파를 사랑하는 젊은 보수 젊은이니까 많이 지켜주세요""라고 응원했다."	이	0	0	1000명	17	21	관계_없음
wikipedia-14890-6-0-5-17-28	제임스 2세의 또 손자인 헨리 베네딕트 스튜어트(헨리 9세 & 1세)는 그의 합법적인 후계자의 마지막 자손이었지만, 1807년에 죽은 후 자코바이트는 찰스 1세의 딸인 잉글랜드 왕녀 헨리에타의 자손을 계승자로 삼았으나, 칼로 만누엘레 4세(찰스 4세의 이마뉴얼)에서는 지지자를 가지고 있는 것을 중단했다.	제임스 2세	0	5	헨리 베네딕트 스튜어트	17	28	인물:기타_친족
wikipedia-9319-5-35-37-49-53	보슨 전문학교를 졸업하고 1945년 보슨학교 당시 교사였던 장덕수의 권고와 추천으로 한국민주당(한민당)에 입당했다.	장덕수	35	37	한국민주당	49	53	인물:소속단체
wikitree-51621-2-0-2-9-14	문희준은 새로운 H.O.T., 단독 콘서트를 준비하고 무려 14킬로미터나 감량했다는 소식을 전한 적이 있다.	문희준	0	2	H.O.T.	9	14	인물:소속단체
wikipedia-26135-11-81-86-58-61	특히 2002년 아프리카네이션스컵에서 민간소매 유니폼을 입고 우승을 차지한 뒤 그 후에 열린 FIFA 월드컵에서도 입으려고 했지만, 국제축구연맹에서 규정위반이라는 이유로 반대하여 이 대회에서는 소매 있는 셔츠를 지탱하고 참가했다.	국제축구연맹	81	86	FIFA	58	61	단체:별칭
wikipedia-4755-117-13-16-6-8	1503년(연산군 9) 휘신공주는 아버지 생존 시 구문경에 출가해 아들의 구엄을 두었다.	휘신공주	13	16	연산군	6	8	관계_없음
wikitree-49756-4-0-2-63-66	순천시청은 순천시의 특화자원의 순천만 습지보호운동부터 시작해서 제1호 국가정원이 있을 때까지를 홀로그램이나 전봇대, 흑두루미 등의 설치작품으로 보여주고, 남북순천의 생태나 습지에 기반한 평화경제의 비전을 제시하는 것으로 순천 미래의 성장동력이 어디에 있는지를 느낄 수 있도록 했다.	순천시	0	2	흑두루미	63	66	관계_없음
wikipedia-29628-6-5-8-0-3	베이스볼 아메리카 고등학교 야구선수 평가에 18위를, 퍼펙트 게임 고등 야구 선수평가에서 24위를 기록했다.	아메리카	5	8	베이스볼	0	3	관계_없음
wikipedia-29668-13-193-195-0-4	아라스카주는 1990년에 처음으로 출마권을 얻었는데, 정치적 정당에 초점이 맞춰져서 어떻게 미국의 정치 시스템에 맞춰야 하는지, 녹색통신연락위원회가 정계적인 정당인지, 정계 정당이 얼마나 녹색 운동과 관련되어 있는지 등의 문제에 직면하여 이 문제를 해결하기 위해 1901년 투표를 통해 녹색커뮤니케이션 위원회에서 '녹색/녹색당의 USA'라고 개명했다.	녹색당	193	195	1990년	0	4	관계_없음
wikipedia-1762-34-12-14-6-10	"사고 당일 자유한국당 수석 스포크스퍼슨 장제원 포인트 우트, ""큰 화재가 일어난 상황에서 소방당국의 초동대응이 부족했다는 보도가 있었다""며 하루 뒤 페이스북에서 ""당국과 정부의 무능은 계절이 바뀔 때마다 국민을 참사에 무방비로 노출된 안전 블린드 스팟에 살도록 하고 있다""고 비판했다."	장제원	12	14	자유한국당	6	10	인물:소속단체
wikipedia-18882-11-29-31-0-9	월트 디즈니 컴퍼니 산하의 ABC 스튜디오가 제작하여 에이비시 시스템에서 방송되고 있기 때문에, 데이즈니 공주, 백마탄 왕자, 페어리, 마법 램프, 과자집이 실제로 등장하여 특별 촬영과 CG 합성도 구성되어 있다.	ABC	29	31	월트 디즈니 컴퍼니	0	9	단체:상위_단체
wikitree-38086-1-0-2-49-50	고흥군이 주관하여 고흥군체육회가 주최한 이 행사는 축구, 백스, 야구 등 17종목의 선수나 가족 등이 참가해 승패로 연기하기보다는 선의의 경쟁으로 서로 친선을 굳히고, 가족의 뜨거운 응원전은 경기를 떠나 하나의 즐거움을 주었다.	고흥군	0	2	선수	49	50	관계_없음
wikipedia-18022-13-18-20-29-30	1991년에는 카이셀리 지역구에 복지당 후보로 나와 터키 국회의원으로 처음 당선되어 1995년까지 의원직을 맡았다.	복지당	18	20	터키	29	30	단체:본사_국가
wikitree-35226-0-0-4-9-11	하이트진로(대표 김인규)는 4월 뉴트로 콘셉트에서 발표한 진로의 광고 캠페인이 2019 대한민국 광고대상 디자인 부문에서 금상을 받았다고 합니다.	하이트진로	0	4	김인규	9	11	단체:구성원
wikitree-15961-0-0-3-13-15	LVMH 그룹의 대표적인 프랑스 향수 브랜드, 겐조가 대표의 향수, 플라워 바이겐 조, 발표 20주년을 기념하여 새로운 향기의 '프라워 비겐조 포피브케'를 발표했다.	LVMH	0	3	프랑스	13	15	단체:본사_국가
wikitree-4994-2-17-21-41-42	닐슨코리아의 시청률조사회사에 따르면, 스마트한 의사생활 1회는 케이블, IPTV, 위성을 통합한 유료 플랫폼으로 가구 평균 6.3%, 최고 8.3%를 기록하여 지상파를 포함한 전 채널 동시간대의 수목드라마 시청율 1위를 차지했다.	닐슨코리아	17	21	1회	41	42	관계_없음
wikipedia-6354-58-28-33-35-38	영화 <신사는 금발을 좋아한다>에서는 마린 맨로가 스와로브스키 크리스털을 장식하여 <디아몬드 아르>의 베스트 프린드(다이아몬드는 여자친구)라는 노래를 부르기도 하고, <티파니에서 아침을>에는 블랙드레스에 우아한 스와롭 스키티아라로 장식한 오드리 쿠번의 모습이 나타났다.	스와로브스키	28	33	크리스털	35	38	관계_없음
wikitree-18832-5-11-14-39-42	후보군으로서는 정원 재우리카드 사장, 조운행 중인 총합금융 사장 김정기 우리은행 영업지원부장(수석부행장) 등이 논의된다.	우리카드	11	14	우리은행	39	42	관계_없음
wikipedia-9790-9-17-19-4-8	그러나 4세기부터는 옛날 기독교에서 성경과 전통을 바탕으로 공인한 의식에서도 액자와 가슴에 작은 십자가를 그리는 전통이 생겨 현재 서쪽의 십자성호는 13세기에 시작된 것 같다.	기독교	17	19	4세기부터	4	8	관계_없음
wikipedia-17554-28-35-36-48-50	마슈가 뮤트에 가까워질수록 뮤츠의 피해의식은 점점 격해지고, 결국 뮤터가 만든 뮤티의 어머니의 리미디 여왕은 뮤트를 흡수하고 폭주하게 되어 머시가 이것을 찌른다.	뮤트	35	36	어머니	48	50	인물:부모님
wikitree-31762-17-0-2-16-19	공민지는 2009년 2NE1 멤버로 데뷔했다.	공민지	0	2	2NE1	16	19	인물:소속단체
wikipedia-10540-1-139-142-135-137	이 드라마의 영향으로 프로그램 제작국(이하 키 국가)의 SBS(수도권 단독방송)는 7개 지역의 민간방송(PSB 부산방송(현재의 KNN 부산경남방송), TBC 대구방송, TJB 대전방송,kbc광주방송,ubc Ulsan방송,JTV전주방송 CJB Cheongju방송)을 개국하게 되었다.	전주방송	139	142	JTV	135	137	단체:별칭
wikitree-74619-1-31-33-73-78	이오장 시인(67)은 월간시의 전문지 7월호에 발표한 문재인, 박근혜 등, 전·현직 대통령, 이낙연(수상), 이해찬(더불어민주당 대표), 황교안(자유당대표) 등이 그것으로 모두 실명을 시제로 했다.	문재인	31	33	더불어민주당	73	78	관계_없음
wikipedia-18721-1-0-1-6-7	공자와 그 후학이 만든 책이지만, 진시황의 분서갱유 뒤에 흩어져 전해져 있었다.	공자	0	1	후학	6	7	인물:동료
wikitree-76284-14-29-29-0-7	지난 2016년, 제리피시 엔터테인먼트와 계약이 끝났을 때, A씨가 아니라 신생 기획사의 그래브 인터테인맨트와 전속 계약을 맺었다.	A	29	29	지난 2016년	0	7	관계_없음
wikitree-34521-5-40-42-44-45	그 영상에는 어린 여자 팬들이 시합이 끝나고 코트를 나와 래커로 KCC 선수들에게 하이파이브를 요청하고 있는 장면이 담겨 있다.	KCC	40	42	선수	44	45	관계_없음
wikipedia-29016-21-8-10-11-12	핀란드 국적의 IOC 위원은 두 명 있어.	IOC	8	10	위원	11	12	단체:구성원
wikipedia-29807-9-17-21-24-30	2010년 이사회의 결의에 따라 SK 에너지는 SK이노베이션을 모회사에 SK에너지, SK종합화학(SK글로벌 체미컬), 스K 루브리콘츠를 자회사로 하는 4개 회사에게 물적 분할을 하게 된다.	SK에너지	17	21	SK이노베이션	24	30	단체:모회사
wikipedia-23939-41-44-46-6-8	창설 당시 정의당의 대한민국 제19대 국회의원은 로 회찬(서울 노원병), 심상정(경기 고양덕 양갑), 강동원(전남원·순찬), 김제남(비례대표), 박원석(비례 대표)·소기호(비례), 정진후(비礼대표)의 7명이었으나 2013년 2월 14일, 노회찬 공동대표가 삼성X파일 사건으로 대법원에서 통신비밀보호법 위반으로 징역 4개월에 집행유예 1년, 자격정지 1년을 선고받기 위해 국회 직원들이 또 다시 참석했다.	심상정	44	46	정의당	6	8	인물:소속단체
wikipedia-26342-0-27-29-13-16	김현철(김현철,~)은 대한민국 제14대 대통령 김영삼의 차남이다.	김영삼	27	29	대한민국	13	16	인물:출신성분/국적
wikitree-30816-0-34-36-30-32	8일 오후, 전북익산하라 광대학교 숭산기념관에서 열린 정의당의 권태홍 사무총장의 출판기념회에 참석한 강기갑 전 의원이 축사를 전하고 있다.	권태홍	34	36	정의당	30	32	인물:소속단체
wikipedia-10347-235-26-28-10-13	자유한국당의 김손테 원내대표와 김진테 의원 등이 노회찬의원실의 전직 비서인 사법부 취직에 특혜의심을 제기한 적이 있다.	노회찬	26	28	원내대표	10	13	관계_없음
wikipedia-434-9-43-47-0-2	김영삼과 연결되어 통일민주당 연구소에서 일하고 있었기 때문에 그 다음 해 1988년 통일 민주당의 공천으로 제13대 총선의 안양시 갑선거구에 출마하여 제3대 국회의원에 당선되었다.	통일민주당	43	47	김영삼	0	2	단체:구성원
wikitree-25323-1-4-6-14-16	체포된 김성준(55) 전 SBS 앵커가 재판에 넘겨졌다.	김성준	4	6	SBS	14	16	인물:소속단체
wikipedia-13180-4-15-23-106-107	2006년 10월에 임명된 중앙선거관리위원회 위원을 2009년까지 하고 있으며, 2017년에 위임된 대법원 형사위원회를 마치고 공직에서 퇴직하여 20208년부터 2010년까지는 법무법인의 화우대표 변호사를 맡고 있습니다만, 대한상사중재인과 법률인 화우고문변호사가 되었습니다.	중앙선거관리위원회	15	23	대표	106	107	관계_없음
wikipedia-25967-177-18-21-13-15	남은 발른 정당의 의원들은 안철수의 국민의당과 합쳐 발른미래당을 출항했지만, 이 당도 제7차 전국 동시지방선거에서 죽게 되어 자유한국당에 밀려 성장하지 못했다.	국민의당	18	21	안철수	13	15	단체:구성원
wikitree-43844-10-0-6-13-15	"국립환경과학원은 ""일부 중서부 지역은 오전에 국내·외 fine dust가 축적되어 농도가 높을 것으로 예상된다""고 말했다."	국립환경과학원	0	6	중서부	13	15	관계_없음
wikipedia-24944-10-18-20-7-9	나중에 신라의 문무왕이 합병하여 신문왕 때 소경을 두고 경덕왕의 시남원으로 고쳤지만, 아직 소경이라는 고려에는 일시적으로 대방이라고 했으나 남원부(남원부)에 이어졌다.	신문왕	18	20	문무왕	7	9	관계_없음
wikitree-66128-3-3-5-10-14	그 우주안의 해명 인스타그램 문장에 오정영 씨가 직접 댓글을 달고 눈길을 끌었다.	우주안	3	5	인스타그램	10	14	관계_없음
wikipedia-9679-10-3-7-10-14	임시민주정의당과 민주자유당의 유력한 차기 대선주자로 생각되었으나, 김영삼 군 출신의 인사검사, 숙청으로 그와 분쟁하여 김대중과 손을 잇게 되었다.	민주정의당	3	7	민주자유당	10	14	관계_없음
wikitree-37337-6-44-49-13-20	오늘 오전 서울 송파구, 서울특별시교육청 제16시험지구 제1시험장으로 지정된 가락고등학교에서 시험을 치르는 아이돌 사진이다.	가락고등학교	44	49	서울특별시교육청	13	20	단체:상위_단체
wikipedia-21517-0-31-33-41-44	정상영(정상영, 1936년 12월 7일~)은 금강그룹(KCC)을 창업한 대한민국 기업인이다.	KCC	31	33	대한민국	41	44	단체:본사_국가
wikitree-73849-4-29-32-8-10	이날 행사에는 한종현 동아소시오 호르딩스 사장, 최호진동아제약 사장님, 엄대식 동아에스티 회장 등 동아시오 그룹 종업원들도 함께 걸어서 참가대원을 응원했다.	동아제약	29	32	한종현	8	10	관계_없음
wikipedia-19915-34-47-49-5-8	우선 구 국민의당의 호남계가 주축이 되어 분열되어 있던 민주평화당은 2019년에 들어서고, 박지원, 천정배 등을 중심으로 한 광주-전남파와 정동영을 중앙으로 하는 전북파로 또 갈라져 싸움을 했지만, 결국 광주전남파는 민주 평화당에서 또 헤어져 대안신당이라는 새로운 정당을 창당했다.	박지원	47	49	국민의당	5	8	관계_없음
wikipedia-14890-6-88-92-25-28	제임스 2세의 또 손자인 헨리 베네딕트 스튜어트(헨리 9세 & 1세)는 그의 합법적인 후계자의 마지막 자손이었지만, 1807년에 죽은 후 자코바이트는 찰스 1세의 딸인 잉글랜드 왕녀 헨리에타의 자손을 계승자로 삼았으나, 칼로 만누엘레 4세(찰스 4세의 이마뉴얼)에서는 지지자를 가지고 있는 것을 중단했다.	찰스 1세	88	92	스튜어트	25	28	관계_없음
wikipedia-26995-60-111-113-9-11	아르이치하드와의 AFC 챔피언스리그 결승 1차전 원정전에서는 3:1로 이겨 결승2차전 홈에서 1골로 져도 우승이 가능했음에도 불구하고 0-5로 참패를 당하고, 결국 준우승으로 끝났고, K리그 3연패를 거둔 차경복이 사임했다.	K리그	111	113	AFC	9	11	관계_없음
wikipedia-11791-0-0-2-15-26	김은호(김은호, 학산은, 1892년 6월 24일~1979년 2월 7일)는 대한민국의 동양화가, 한국화가이다.	김은호	0	2	1892년 6월 24일	15	26	인물:출생_일시
wikitree-30152-4-57-59-48-51	한편, 이날 콘서트에는 '꿈에' '당신이 좋아졌으면' 등 포크가수 조덕버와 '개똥벌레'의 가수 신형원이 출연해 2시간에 걸쳐 일상에 지친 마음을 쓰다듬는 치유와 감동의 무대를 선물해 큰 호응을 얻었다.	신형원	57	59	개똥벌레	48	51	인물:제작
wikipedia-22363-13-14-17-37-40	2004년 10월 이후 경남기업 회장으로 재임했으나, 제19대 대한민국 국회의원 선거에서 서산시·태안군 지역구의 국회 의원으로 선출되고 나서 회장직을 사임했다.	경남기업	14	17	대한민국	37	40	관계_없음
wikitree-73808-5-12-14-0-2	SBS 간판 앵커였던 김성준 씨가 물의를 일으키자 과거, 김 씨의 발언이 인터넷 커뮤니티에서 주목받았다.	김성준	12	14	SBS	0	2	인물:소속단체
wikipedia-10542-4-0-1-7-8	무왕의 첫 아들로 태어나 632년(무왕 33년) 정월에 태자에게 책임을 졌다.	무왕	0	1	아들	7	8	인물:자녀
wikitree-33358-8-24-27-17-18	또 같은 날의 올리콘 뉴스 등, 일본 언론은 아이즈원 멤버인 미야자키 사쿠라가 DJ를 담당했던 라디오의 '오늘밤, 사카라의 나무 밑에서'에서 잠정 하차한다고 했다.	아이즈원	24	27	일본	17	18	관계_없음
