sentence	label
정지용 [SEP] 옥수수 [SEP] 옥천가서 '보자'는 시인 정지용의 생가, 향토전시관, 금강유원지, 화인산림욕장, 별빛 수목원 등을 둘러보고, '사자'는 묘목과 옻, 포도·복숭아, 옥수수·감자, 곶감, 부추를, '쓰자'는 정지용 시, 정순철 동시, 소설, 수필, 시나리오, 서예 등 체험하기다.	0
가우스 [SEP] 독일 [SEP] 독일의 가우스(1777~1855)는 제5공준 대신 평행선을 몇 개나 그을 수 있다는 공리에서 출발하여도, 모순이 없는 비유클리드 기하학(쌍곡기하학)이 만들어진다는 것을 보여주었다.	7
홍성담 [SEP] 작가 [SEP] ‘부마에서 광주로’ 섹션에서는 홍성담 작가의 판화 작품(부산민주항쟁기념사업회 제공)과 관련 사진(5․18기념재단, 민주화운동기념사업회 제공)이 전시된다.	2
기아자동차 [SEP] 디젤 [SEP] 특히 2.9ℓ 디젤 엔진인 KJ3 디젤 엔진은 기아자동차가 1994년부터 1,300억원을 들여 독자 개발한 것으로, 한국산업기술진흥협회의 장영실 상을 수상하였다.	0
박상준 [SEP] 연구원 [SEP] 박상준 연구원은 “식품 부문 영업이익은 1221억원으로 전년 동기대비 171억원 감소할 것으로 판단된다”며 “가공식품 SKU 합리화에도 불구하고 초기 수익성 개선 속도가 더딘 상황이기 때문”이라고 설명했다.	2
성균관대 [SEP] 최경환 [SEP] 한편 최경환 의원은 전남 장성 출신으로 광주상고와 성균관대를 졸업하고 김대중 대통령 마지막비서관을 지냈다.	0
정 [SEP] 2019년 [SEP] 이 밖에도 정 시장은 ▲2020년도 예산편성 준비 철저 ▲명절 전후 공직기강 확립 ▲전남도 종합감사 대비 ▲시민의 상 수상 후보자 선정 만전 ▲제282회 광양시의회 임시회 준비 ▲2019년 화랑훈련 준비 만전 ▲시 현안업무 추진상황 점검 및 부서 간 협업 강조 등 당면 업무들이 시기를 일실하지 않도록 추진하라는 독려도 잊지 않았다.	0
베텔게우스 [SEP] 오리온자리 [SEP] 무거운 별들이 다중성계를 이루고 있는 오리온자리 OB1 성협 내 분자 구름에서 베텔게우스가 약 1천만 ~ 1천2백만 년 전 탄생했으나 질량이 컸기 때문에 빠르게 진화 과정을 밟게 되었다.	0
샤를 9세 [SEP] 앙리 3세 [SEP] 종교 전쟁 동안인 1565년에 기사단의 충성심은 긴장감이 흐르고 필수적이였으며, 샤를 9세는 단원 수를 50명으로 늘렸지만, 1574년 앙리 3세 때는 7백명에 달하는 기사단원이 있을 수도 있었다.	0
조 [SEP] 2명 [SEP] 조씨가 한영외고에 다닐 때 학교 친구 2명과 함께 '나비의 날개에서 발견한 광자 결정 구조의 제작 및 측정'이라는 연구 과제를 수행해 한국물리학회가 주는 장려상을 받은 데 대해서도 의혹이 일고 있다.	0
자유민주연합 [SEP] 한나라당 [SEP] 선거 결과 이만섭 새천년민주당 의원이 국회의장에, 홍사덕 한나라당 의원과 김종호 자유민주연합 의원이 국회부의장에 선출되었다.	0
그레고리오 7세 [SEP] 로베르 기스카르 [SEP] 노르만족의 지도자인 로베르 기스카르는 그레고리오 7세가 하인리히 4세에게 크게 위협받았을 때 시종일관 그를 외면하다가 자신에 대한 독일의 위협이 현실화되자 겨우 개입하였다.	0
로타르 2세 [SEP] 샤를 [SEP] 그러나 샤를은 859년 로타르 2세를 후계자로 한다는 자신의 유언을 관철시켰다.	0
"이인영 [SEP] 더불어민주당 [SEP] 이인영 더불어민주당 원내대표는 30일 자유한국당의 필리버스터(합법적 의사진행 방해)와 관련, ""역사상 전무후무한 국회 봉쇄 음모""라며 ""국회를 넘어 국민을 직접 공격한 것""이라고 비판했다."	4
MBC [SEP] 형사 [SEP] 같은 해 5월 MBC 드라마 《파수꾼》에서 조수지(이시영)의 강력계 형사 후배인 마진기 형사 역할로 출연했다.	0
문화방송 [SEP] MBC [SEP] TBC 동양방송, KBS 한국방송공사, MBC 문화방송 등을 넘나들면서 1970년대 최고의 전성기를 누렸으며, 그 시절에 《왜 몰라주나》라는 앨범을 내기도 했다.	6
이웅 [SEP] 李雄 [SEP] 이웅(李雄)의 치세에 장군으로 여러 전선에서 작전을 지휘하여 명망을 쌓았다.	24
태조 이성계 [SEP] 금산 [SEP] 금산은 조선 태조 이성계가 나라를 세우고 온 산을 비단으로 덮으려다 여의치 않자 이름을 금산이라 바꿨다는 건국신화를 간직한 명산이다.	0
클룸 [SEP] 슈퍼모델 [SEP] 이외에도 클룸은 Germany's Next Topmodel이라는 슈퍼모델끼리의 경쟁을 다룬 리얼리티 TV쇼의 공동 프로듀서이며 진행을 맡고 있다.	0
AKA [SEP] 하워드 대학교 [SEP] 1930년 5월 10일 AKA는 카파 알파 프시, 오메가 프시 피 남성회들 및 델타 시그마 세타, 제타 피 베타 여성회들과 함께 하워드 대학교에서 국가 범헬레닉 회의(NPHC)를 결성하였다.	0
"유진 [SEP] 로희 [SEP] 유진은 인터뷰에서 ""로린이는 아직 어리기 때문에 실제로 남편과 나는 로희를 더 보살펴 주려고 하고 있다. 그럼에도 불구하고 로희가 상대적 박탈감을 느끼는 것 같다""며 안타까워 했다."	0
새정치국민회의 [SEP] 김대중 [SEP] 1995년에 새정치국민회의 총재 김대중의 정계 입문 제안을 받고 1995년 김대중의 특별보좌관으로 정치에 입문했다.	10
베버 [SEP] 바그너 [SEP] 베버와 바그너도 궁정악장을 역임했으며, 1841년에는 고트프리트 젬퍼의 설계로 건립된 작센 국립오페라극장(통칭 젬퍼오퍼)의 상주 악단이 되었다.	0
사회당 [SEP] 1969년 [SEP] 드골의 퇴진 후 1969년 9월 조르주 퐁피두 총리가 제19대 대통령에 당선되었으나 1974년 급사했으며, 1974년에 발레리 지스카르데스탱이 제20대 대통령에, 1981년 5월 사회당의 프랑수아 미테랑이 제21대 대통령에, 1995년에는 신 드골주의자 자크 시라크가 제22대 대통령에 취임했으며 2007년 5월에는 니콜라 사르코지가 제23대 대통령에 당선되었다.	0
북대서양 조약 기구 [SEP] NATO [SEP] 북대서양 조약 기구 (NATO)는 결국 전쟁에 끼어들게 되어 폭탄 투하를 함으로써, 교전국들을 협상 테이블로 끌어내었다.	6
쯔양 [SEP] 고양이 [SEP] 하지만 쯔양은 고양이들이 계속 달려들자 고등어 회를 나눠줬다.	0
보성군 [SEP] 올해 [SEP] 보성군이 올해 처음으로 ‘보훈명예수당’을 지급한다.	0
버트런드 러셀 [SEP] 분석철학 [SEP] 영국의 분석철학자 및 수학자인 버트런드 러셀은 《The Practice and Theory of Bolshevism》에서 볼셰비즘이 갖고 있는 전체주의성과 과격함이 보편을 추구하는 극단성에서 나온다고 지적하였다.	2
"MBC [SEP] 셰프 [SEP] 16일 방송된 MBC '부러우면 지는거다'에서 셰프 이원일 씨는 ""직업군이 남들 쉴 때 일하기 때문에 남들이 하고 있는 보통의 데이트를 놓치고 있는 게 아닌가 싶었다""라고 털어놓았다."	0
"송갑조 [SEP] 아버지 [SEP] 또한 아버지 송갑조도 송시열이 나기 전날 밤에 마침 종가에 제사를 모시러 청산 땅에 머물고 있었는데, 한밤중에 홀연히 공자가 여러 제자를 거느리고 나타나서 그 중의 한 제자를 가리키며 ""이 아이를 그대에게 보내니 잘 가르치시오.""라고 말한 뒤 사라지는 꿈을 꿨다고 한다."	24
"구혜선 [SEP] 정신과 [SEP] 이에 구혜선 씨는 ""키우던 강아지가 먼저 하늘나라에 가게 되자 제가 먼저 우울증이 와서 제가 다니던 정신과에 남편을 소개해 다니게 했다""고 말했다."	0
Suede [SEP] 스웨이드 [SEP] 스웨이드(Suede)는 1989년 런던에서 결성된 영국의 브릿팝 밴드이다.	6
유럽 축구 연맹 [SEP] UEFA [SEP] 2011-12년 UEFA 챔피언스리그(2011-12 UEFA Champions League)는 유럽 축구 연맹(UEFA)의 최상위 클럽 축구 대회인 유럽 축구 연맹(UEFA)의 최상위 클럽 축구 대회인 UEFA 챔피언스리그의 57번째 시즌으로, 대회 명칭이 유러피언컵에서 UEFA 챔피언스리그로 바뀐 이후의 20번째 시즌이다.	6
정부 [SEP] 말레이시아 [SEP] (실제로 말레이시아 부유층의 대부분은 중국인들이다). 정부 정책은 말레이인들을 우대했음에도 생활 수준은 이런 식이니, 말레이인들은 불만이 컸을 것이다.	9
야훼 [SEP] 예수 [SEP] 예수의 재판관이기도 했던 필라투스(재임기간: AD 26-36)도 야훼 하느님을 모시는 성전의 재산을 탈취한 자신에게 저항하는 군중을 군대를 동원해 진압하였다.	0
김연아 [SEP] 대한민국 [SEP] 아리랑과 함께 이상화, 김연아, 공상정 등 대한민국 국가대표 선수들은 어린이들과 강강술래를 하였다.	7
드림캐스트 [SEP] 6세대 [SEP] 6세대 콘솔로는 처음 등장하게된 드림캐스트가 이 해의 주연이었다.	0
청와대 [SEP] 06년생 [SEP] 청와대 국민게시판에는 '06년생 집단폭행 사건'이라는 제목의 청원글도 올라왔다.	0
호러스 그랜트 언더우드 [SEP] 호러스 호톤 언더우드 [SEP] 대한민국 최초의 모터사이클은 일제 강점기였던 1915년, 한국에 개신교(장로교회)를 전파하고 연희전문학교(현 연세대학교)를 세운 원두우(호러스 그랜트 언더우드)의 아들인 원한경(호러스 호톤 언더우드)이 미국에서 처음 들여온 것이 시초였다.	21
민주노동당 [SEP] 2011년 12월 5일 [SEP] 2011년 12월 4일, 임시전국당원대회의 의결을 통해 해체되었고, 2011년 12월 5일, 민주노동당과 새진보통합연대와의 합당으로 탄생한 통합진보당에 합당하였다.	0
이종배 [SEP] 자유한국당 [SEP] 여야 3당 예결위 간사인 더불어민주당 전해철·자유한국당 이종배·바른미래당 지상욱 의원은 이날 오전 중 내년도 예산안 수정안 마련을 목표로 전날에 이어 오늘 아침에도 심사를 계속했으나 합의에는 실패했다.	4
"정 [SEP] 군민 [SEP] 정 예비후보는 “수영장 건립에 드는 예산 확보와 운영에 큰 어려움이 있을 것으로 예견되지만 그보다 앞서 생존 수영과 재난 대비 훈련 등으로 안전사고를 예방하고 군민 건강 증진과 여가 선용의 기회를 제공해서 군민의 삶이 보다 증진된다면 수영장 건립은 반드시 고려해야 할 사안이다""고 강조했다."	0
야놀자 [SEP] 주주 [SEP] 이번 1대 주주 지위 확보를 통해, 야놀자는 동남아시아 최초이자 최대의 풀스택(Full-stack, 운영 시스템 및 소프트웨어를 모두 다루는) 호스피탈리티(Hospitality) 기업으로 자리매김하게 됐다.	0
한국토지주택공사 [SEP] 시장 [SEP] 김종식 시장은 “이번 협약을 계기로 목포시와 한국토지주택공사 간 다양한 연계사업을 추진한다면 우리 시 도시재생사업은 지금보다 훨씬 더 시민들이 체감할 수 있고 실질적인 혜택이 돌아갈 수 있을 것으로 기대된다”고 밝혔다.	0
아르툠 미코얀 [SEP] 항공기 [SEP] 동생 아르툠 미코얀은 군용 항공기 설계국 미그의 창시자로 알려져 있다.	22
"의성군 [SEP] 관계자 [SEP] 의성군 관계자는 ""온실가스를 줄이는 효과가 있는 목재 펠릿보일러가 기후변화에 선제적으로 대응할 수 있어 앞으로도 인기가 증가할 전망”이라고 밝혔다."	10
불교방송 [SEP] BBS [SEP] 그리고 현재 종교방송국인 기독교방송(CBS), 극동방송(febc), 불교방송(BBS), 원음방송(wbs), 가톨릭평화방송(cpbc)과 국악방송(GBF), 교통방송국(tbs, TBN), 영어전문방송국(4개 지역)에 의한 라디오 방송국들이 방송을 하고있다.	6
이용섭 [SEP] 더불어민주당 [SEP] 이용섭 광주광역시장은 22일 오전 국회에서 열린 더불어민주당 시도지사 간담회에 참석해 지역현안을 설명하고 지역발전의 동력이 될 내년도 국비확보 지원을 강력히 요청했다.	4
자크 라캉 [SEP] 정신분석학 [SEP] 1960년대 초반 이리가레는 자크 라캉의 정신분석학 세미나에 참여했고, 분석학자로서 훈련을 받았다.	0
조성원 [SEP] 명지대학교 [SEP] 결국 현주엽 감독은 팀의 성적 부진과 계약 만료로 감독직을 내려 놓았으며, 2020년 4월 23일 명지대학교 농구부 감독이었던 조성원이 새로운 감독으로 신임되었다.	4
bhc치킨 [SEP] 대표 [SEP] 임금옥 bhc치킨 대표는 “봉사활동은 나눔과 상생이라는 사회적 가치를 이해함과 동시에 우리 사회를 새로운 시각으로 볼 수 있는 소중한 기회”라며 “미래를 짊어질 젊은 청년들이 뜻깊고 의미 있는 경험을 가질 수 있도록 해바라기 봉사단 활동을 지속적으로 적극 지원해 나갈 것”이라고 강조했다.	10
사다하루 [SEP] 나가시마 [SEP] 나가시마가 출루하면서 사다하루의 장타가 득점으로 연결되는 것을 가와카미는 기대했지만 개막 후 3개월이 지나도록 홈런 개수는 불과 9개로 성적은 나아지지 않았고 특히 6월 후반에는 극도의 부진에 빠져 있었다.	0
"이 [SEP] 오는 23일 [SEP] 이 시장은 ""이 같은 실리콘밸리 방문 성과를 토대로 ‘인공지능 중심도시 광주’의 구체적인 청사진을 마련하고 속도감 있는 추진을 위해 오는 23일 김대중컨벤션센터에서 제1회 대한민국 AI클러스터 포럼을 개최하겠다고 밝혔다."	0
아르테미스 [SEP] 아폴론 [SEP] 이에 진노한 레토는 아르테미스와 아폴론에게 니오베에게 벌을 내리라고 말했다.	0
두산건설 [SEP] 두산그룹 [SEP] 두산그룹이 모기업이며 두산건설이 최대주주인 회사다.	15
드림스타트 [SEP] 영암군 [SEP] 영암군 드림스타트는 9월 중에 ‘자녀 인성교육과 칭찬법 및 훈육법’을 주제로 3차 부모교육을 추진할 계획이다.	20
포르투갈 [SEP] 리스본 [SEP] 리스본 대지진은 포르투갈 왕국의 정치적 긴장을 고조시켰고 포르투갈의 식민지 팽창에 심대한 지장을 미쳤다.	20
"리처드 3세 [SEP] 헨리 7세 [SEP] 장미 전쟁의 승자인 헨리 7세는 리처드 3세가 폭군이자 살인자라며 ""왕실 후손이 흘린 피""로 천인공노할 만행을 저질렀다고 비난하였다."	0
새천년민주당 [SEP] 2000년 [SEP] 2000년 16대 총선에 당선(새천년민주당. 3선)되며, 최연소 국회행정자치위원회위원장에 선출되었다.	0
형제복지원 [SEP] 박인근 [SEP] 형제복지원의 운영 주체는 박인근 원장이 아닌 전두환 정권이었다고 당시 담당 검사는 증언했다.	10
파리 생제르맹 [SEP] 이브라히모비치 [SEP] 이브라히모비치는 15-16 시즌동안 31경기 출전, 38골을 기록하여 리그앙 득점왕으로 등극하였고, 파리 생제르맹을 2년 연속 프랑스컵(FA컵)에서 우승시켰고, 리그컵 우승, 정규리그 우승을 이끌었으며 이른바 ‘트레블’(정규리그·리그컵·FA컵 3관왕)을 달성하는데 큰 전과를 올렸다.	10
티맥스 데이터 [SEP] TmaxOS [SEP] 티맥스OS (TmaxOS)는 대한민국의 소프트웨어 기업인 티맥스 데이터가 개발한 것을 TmaxOS가 인수하여 발표한 운영 체제다.	17
한국동서발전(주) [SEP] 중구 [SEP] 한국동서발전(주)(사장 박일준)는 2일(목) 10시 본사(울산 중구 소재)에서 ‘새로운 10년! 청렴한 녹색에너지로 보답하겠습니다’를 주제로 한 '2020년 청렴 시무식 및 신입사원 입사식'을 시행했다고 밝혔다.	20
심재철 [SEP] 국회부의장 [SEP] 심재철 한국당 원내대표와 이주영 국회부의장은 의장석까지 올라가 항의했으며, 한국당 의원들은 '독재타도' '아들 공천 대가' '무제한 토론' 등의 구호를 외쳤다.	0
데이비드 봄 [SEP] 물리학 [SEP] 물리학자인 데이비드 봄은 우주 전체는 1개의 거대한 홀로그램이라 생각했다.	2
유진기업 [SEP] 레미콘 [SEP] 류득현 유진기업 기술연구소 전무는 “유진기업은 국내 레미콘 분야에서 업계 최초로 콘크리트 기술연구소를 개설하는 등 레미콘 기술개발에 앞장서 왔다”면서 “스마트팩토리 구축을 통한 레미콘 산업의 고도화를 위해 지속적인 투자를 이어갈 계획”이라고 밝혔다.	17
세리에 B [SEP] 세리에 A [SEP] 승부 조작 파문으로 유벤투스가 세리에 B로 강등당한 다음 해 세리에 A 복귀에 성공후 부임한 클라우디오 라니에리 감독이 키엘리니의 보직을 왼쪽 풀백에서 센터백으로 변경했고, 센터백 전향에 성공하여 세리에 A 최고의 센터백 중 한 명으로 자리잡았다.	0
민병대 [SEP] 오후 [SEP] 민병대는 오후에 제복을 입지 않은 광산 보안대에 의해 증원되었다.	0
정문공 [SEP] 정나라 [SEP] 제나라도 정나라를 돕기 위해 정문공 14년에 회합을 열었고 정문공 17년(기원전 656년)에 초나라의 우익 채를 침공하고 마침내 초나라로 쳐들어갔다.	0
중국 [SEP] 1970년 [SEP] 1970년 중국은 북베트남에 대한 지원을 중단하였다.	0
프랑스 [SEP] 본선 [SEP] 본선에서, 프랑스는 유고슬라비아한테 75분까지 4-2로 앞서나갔으나 4-5로 충격적인 역전패를 당하였다.	0
카를 귀츨라프 [SEP] 루터교 [SEP] 루터교 선교는 1832년 카를 귀츨라프(Karl Friedrich August Gützlaff)의 방문 때 최초로 시도됐다.	34
AC 밀란 [SEP] 세리에 A [SEP] 즐라탄 이브라히모비치(1981년 10월 3일, 말뫼 ~)는 스웨덴의 축구 선수로, 현재 이탈리아 세리에 A의 AC 밀란에서 스트라이커로 뛰고 있다.	15
폴리스 [SEP] 대한민국 [SEP] 핌 베어벡 감독과도 함께하였으나 2007년 AFC 아시안컵을 끝으로 핌 베어벡 감독의 사퇴와 모국인 이란 리그의 페르세폴리스 FC 감독직 수락으로 인해 대한민국 대표팀 코치에서 물러났다.	0
무디 [SEP] 시카고 [SEP] 1875년 시카고 빈민가에 교회를 설립했는데, 구두판매원출신다운 쉽고 설득력있는 무디의 설교와 감성을 자극하는 가수 아이라 생키(1870년 무디의 전도사업에 참여)의 성가는 많은 이들이 신앙을 갖게 했다.	32
민주당 [SEP] 광산을 [SEP] 민주당 광산을 관계자는 “아베 정권의 명분없는 경제침략에 분노하는 시민들의 목소리를 한 데 모으고자 진행한 것”이라고 말했다.	0
NASA [SEP] 과학자 [SEP] 2009년 10월에 발표된 학술 논문에서 NASA의 과학자들은 우주와 같은 조건에서 자외선에 노출시킴으로써 피리미딘으로부터 유라실을 생성했다고 보고했다.	10
윤 [SEP] 일병 [SEP] 이들은 윤 일병에 대한 가혹행위가 외부에 알려지는 것을 막기 위해 윤 일병이 일요일에 교회에 가는 것을 막았다. 가족을 초청하는 군대 내 행사가 열릴 때에도 점수가 부족해 가족 초청 자격이 없다며 이를 방해하였다.	2
ADO 덴하흐 [SEP] 에레디비시 [SEP] 하지만 단 4경기 출전에 그쳤고, 2004년 다시 네덜란드 에레디비시의 ADO 덴하흐로 임대 이적하였지만 여기서도 16경기 출전에 그쳤다.	15
김진숙 [SEP] 대한민국 [SEP] 김연아 학과장(미용예술학과)은 “대한민국 미용명장 1호 김진숙 교수 등 우수한 교수진과 최첨단 실습실을 갖춘 와이즈유 미용예술학과는 미용명장과 장인 배출의 요람으로 명성을 날리고 있다”면서 “숙련된 실무능력을 갖춘 뷰티아티스트 양성을 위해 앞으로도 더욱 최선을 다하겠다”고 밝혔다.	7
광주시 [SEP] 환경 [SEP] 이번 점검은 광주시와 5개 자치구가 공동으로 농정, 환경, 산림부서 합동점검반을 구성해 3월 말까지 실시한다.	0
